,hidden_0_n0,hidden_0_n1,hidden_0_n2,hidden_0_n3,hidden_0_n4,hidden_0_n5,hidden_0_n6,hidden_0_n7,hidden_0_n8,hidden_0_n9,hidden_0_n10,hidden_0_n11,hidden_0_n12,hidden_0_n13,hidden_0_n14,hidden_0_n15,hidden_0_n16,hidden_0_n17,hidden_0_n18,hidden_0_n19,hidden_0_n20,hidden_0_n21,hidden_0_n22,hidden_0_n23,hidden_0_n24,hidden_0_n25,hidden_0_n26,hidden_0_n27,hidden_0_n28,hidden_0_n29,hidden_0_n30,hidden_0_n31,hidden_0_n32,hidden_0_n33,hidden_0_n34,hidden_0_n35,hidden_0_n36,hidden_0_n37,hidden_0_n38,hidden_0_n39,hidden_0_n40,hidden_0_n41,hidden_0_n42,hidden_0_n43,hidden_0_n44,hidden_0_n45,hidden_0_n46,hidden_0_n47,hidden_0_n48,hidden_0_n49,hidden_0_n50,hidden_0_n51,hidden_0_n52,hidden_0_n53,hidden_0_n54,hidden_0_n55,hidden_0_n56,hidden_0_n57,hidden_0_n58,hidden_0_n59,hidden_0_n60,hidden_0_n61,hidden_0_n62,hidden_0_n63,hidden_0_n64,hidden_0_n65,hidden_0_n66,hidden_0_n67,hidden_0_n68,hidden_0_n69,hidden_0_n70,hidden_0_n71,hidden_0_n72,hidden_0_n73,hidden_0_n74,hidden_0_n75,hidden_0_n76,hidden_0_n77,hidden_0_n78,hidden_0_n79,hidden_0_n80,hidden_0_n81,hidden_0_n82,hidden_0_n83,hidden_0_n84,hidden_0_n85,hidden_0_n86,hidden_0_n87,hidden_0_n88,hidden_0_n89,hidden_0_n90,hidden_0_n91,hidden_0_n92,hidden_0_n93,hidden_0_n94,hidden_0_n95,hidden_0_n96,hidden_0_n97,hidden_0_n98,hidden_0_n99,hidden_0_n100,hidden_0_n101,hidden_0_n102,hidden_0_n103,hidden_0_n104,hidden_0_n105,hidden_0_n106,hidden_0_n107,hidden_0_n108,hidden_0_n109,hidden_0_n110,hidden_0_n111,hidden_0_n112,hidden_0_n113,hidden_0_n114,hidden_0_n115,hidden_0_n116,hidden_0_n117,hidden_0_n118,hidden_0_n119,hidden_0_n120,hidden_0_n121,hidden_0_n122,hidden_0_n123,hidden_0_n124,hidden_0_n125,hidden_0_n126,hidden_0_n127,hidden_1_n0,hidden_1_n1,hidden_1_n2,hidden_1_n3,hidden_1_n4,hidden_1_n5,hidden_1_n6,hidden_1_n7,hidden_1_n8,hidden_1_n9,hidden_1_n10,hidden_1_n11,hidden_1_n12,hidden_1_n13,hidden_1_n14,hidden_1_n15,hidden_1_n16,hidden_1_n17,hidden_1_n18,hidden_1_n19,hidden_1_n20,hidden_1_n21,hidden_1_n22,hidden_1_n23,hidden_1_n24,hidden_1_n25,hidden_1_n26,hidden_1_n27,hidden_1_n28,hidden_1_n29,hidden_1_n30,hidden_1_n31,hidden_1_n32,hidden_1_n33,hidden_1_n34,hidden_1_n35,hidden_1_n36,hidden_1_n37,hidden_1_n38,hidden_1_n39,hidden_1_n40,hidden_1_n41,hidden_1_n42,hidden_1_n43,hidden_1_n44,hidden_1_n45,hidden_1_n46,hidden_1_n47,hidden_1_n48,hidden_1_n49,hidden_1_n50,hidden_1_n51,hidden_1_n52,hidden_1_n53,hidden_1_n54,hidden_1_n55,hidden_1_n56,hidden_1_n57,hidden_1_n58,hidden_1_n59,hidden_1_n60,hidden_1_n61,hidden_1_n62,hidden_1_n63
hidden_0_n10,0.90557116,1.6459776,2.124873,2.7040222,0.9409973,0.31249008,2.562081,0.5125394,0.67535263,0.38021132,0.0,0.38046905,0.82694364,1.8318571,2.4776337,0.6958456,1.735918,2.4906857,0.9935029,0.37112862,0.19348529,0.50056756,2.5655541,3.546591,1.5969373,2.247529,1.2920457,0.6784922,0.86102927,0.6874022,0.65707767,2.7244945,1.0318261,0.06526187,0.4609319,1.0811952,1.5231372,0.73165435,0.7369797,0.95284307,0.8998,0.3294408,1.449589,0.5138715,0.84139556,1.3761666,1.7932364,0.583505,1.7121716,0.4881313,2.0817375,1.3820646,1.5328946,0.9272177,1.1127412,0.004689657,0.042178985,1.1524525,0.89446545,1.6109624,0.88353306,0.26336086,0.87098664,2.874401,0.4608883,0.98933315,0.85552526,0.3582723,0.13583209,0.18179788,0.26843122,2.9643316,0.952082,2.1574016,0.6667346,1.1051382,0.4489271,0.7063874,0.3308247,1.7807803,2.011263,2.644033,0.7480097,0.08252693,2.477982,0.38089666,1.1772541,3.1165876,0.39900434,0.79200023,1.0441284,1.180778,1.2638905,0.674361,0.51670897,2.2798517,0.24982187,0.3940536,0.8466207,0.724747,0.5265423,2.3360317,1.0219743,0.030192137,0.7501124,1.398265,1.8283715,0.2412361,0.25475696,0.9777032,1.1846671,0.6331834,2.188382,1.65547,0.9120171,1.5757927,0.70706975,1.3762698,0.67089605,0.36350065,0.130299,1.1253115,1.3662416,0.92411405,0.9546631,1.8740358,0.635023,0.7450507,0.39021182,0.545442,1.0156338,1.3033667,1.646441,1.189298,3.7384753,1.74363,5.380042,0.76581484,1.8192576,0.04130681,2.13801,0.5001052,0.8101153,0.18571481,0.5123844,1.4334735,0.18120705,0.9392653,0.76070637,2.9292924,0.14753106,4.114176,0.38662457,0.39567894,0.62460124,1.2613727,1.6100034,3.2859373,0.8035852,0.2644831,1.0593641,0.92222786,1.8716322,0.3517258,1.254306,2.5257952,1.7119362,0.93290615,0.6689352,2.5885408,1.7827209,1.6813492,1.2383409,0.58487475,3.8096297,0.30970052,0.011703814,0.70803934,0.114956565,1.5942789,0.11003935,1.5182539,1.047439,1.0975418,2.262851,0.7032404,0.3051941,0.18945643,0.6184219,0.33970922,1.3725492,0.40236863
hidden_0_n11,1.5609888,1.3809867,0.13807197,2.7435946,0.6418194,0.7528868,0.3089863,0.45354414,1.2937175,0.23764208,0.61876327,0.0,0.65819675,2.074339,1.4992535,0.2215987,0.5517217,1.2311088,0.95047885,1.4187334,0.5028545,0.5173076,1.4391321,1.5248352,0.96638805,2.1057572,0.020664588,1.0463787,0.6369721,0.6155214,1.6314747,2.464513,3.5121684,1.3206655,1.0327404,2.1480954,1.1874229,0.8661684,1.4649004,0.20338506,0.38985386,0.10076481,0.7542226,2.1958628,1.14456,1.1266298,2.02414,0.22232643,1.9502125,0.20740254,1.7781335,0.8841151,1.8958358,1.3717467,0.5393389,1.2308959,0.23358183,1.1299514,1.0570791,1.8212972,0.6526624,2.5057945,2.129614,0.7404197,0.6114069,0.95382833,0.5387372,0.7310759,3.4691908,1.6836435,1.7739581,1.2316555,0.31800717,1.6360428,1.1892458,0.007242459,0.3612014,1.5874555,0.5184191,1.8621899,0.6029691,1.6078855,0.75341225,1.0636971,2.229048,0.8998782,2.3359401,2.0684922,0.37179288,1.4903688,0.54748356,0.7758729,1.0036343,0.37944588,0.30392134,1.1398877,0.8238607,1.0903721,2.0184655,3.04841,2.807806,0.67365074,0.25552434,1.0811354,1.2249671,0.109117076,1.275304,0.64690137,0.25779092,1.578363,1.0043677,1.4510012,1.5941075,2.5649118,1.440595,0.40116373,2.4982393,1.5754124,1.6101727,0.30189735,1.0045594,1.6130317,2.644072,0.43800294,0.43555412,0.06607871,0.33410767,2.794647,0.07407981,0.8563107,0.8439987,0.5407149,1.6881939,0.41442806,2.299559,2.4224029,1.0860273,1.481461,0.49809527,1.4979066,1.112988,1.4389501,0.6299786,0.6958596,2.0764008,1.0577792,1.1898413,0.4005135,1.3540337,2.7326322,1.8240846,0.9668631,1.0506089,0.61076933,0.574489,0.9407054,1.6440831,0.3456098,1.4235748,0.8822795,3.6536703,1.3361027,0.33843213,0.4638851,0.51565,0.47599247,1.6488463,0.31188497,0.78421843,1.444594,1.0977949,0.06765065,0.27310702,2.0380476,0.55220664,0.11492281,0.15642557,0.75987434,0.06689385,0.95942867,0.33752555,1.2484771,3.2049391,2.299672,1.1620975,0.44028455,0.27772385,0.71531594,1.4174836,0.6928005,1.3295792,0.35575977
hidden_0_n12,0.4096293,0.53371876,0.20284119,0.03135878,1.9799064,0.89409643,0.5448988,0.4482141,2.9942133,1.6813549,1.0320017,2.4804068,0.0,2.9247394,4.145831,0.3137966,3.9694157,2.7005885,0.06546119,0.7569532,0.33730468,0.27575797,0.20521353,0.42817622,3.1656418,2.5044777,0.2769185,1.56873,0.3049069,1.6381115,0.8258342,1.4098302,1.7551212,0.21119869,1.4112796,1.1415071,0.43486288,1.4188133,0.7144171,0.19298385,2.9921026,0.15051635,0.23428829,0.66660154,3.6315048,0.97505707,0.69926655,0.95087576,1.9549226,1.4725726,1.0354052,0.80917275,1.0020487,0.95880985,0.28921592,0.74270463,2.451727,1.9666414,0.6731093,0.21270974,0.035669748,0.58459264,3.425341,0.33576623,1.1913236,0.20022985,2.8756368,0.46979755,2.1534717,0.4237868,0.9879166,0.6756764,1.3207966,1.2877477,0.6797876,1.8134369,0.8716566,0.90158355,0.6318039,0.8239999,2.4333827,2.4932153,1.4447936,0.5416679,0.5721232,0.837124,0.2852053,0.5766433,0.1723225,1.0103707,0.2718511,0.8500835,1.1058269,0.4091955,0.6308011,0.8894342,0.5876994,0.37967113,0.25472742,0.90071005,3.14158,2.4287345,0.41886112,0.97254044,1.6798289,1.3723242,0.373031,0.269723,1.8871622,1.2103332,0.49541968,2.6550312,1.26214,0.5099402,0.43936947,1.0586934,0.26853076,2.4303026,3.2413235,1.2488058,1.2484185,1.24171,1.0415509,0.103155,0.46992373,0.5296591,2.198772,0.3460165,0.82960397,0.60037154,0.04014248,1.4033138,0.86753666,0.42367223,4.056328,2.0039358,1.3781708,0.76214087,1.2190608,1.3516548,0.5181124,0.2543188,1.0025669,0.6915325,1.1736417,0.5139976,0.5975507,0.2278711,1.3074287,1.0246344,0.99986774,0.712041,1.2995754,0.9698783,1.1559141,2.8331497,1.1489604,1.7202067,0.4632989,1.0966136,2.2953882,1.4380497,0.62792754,1.264612,0.20053868,1.1884634,1.6795688,0.74021316,1.9786357,0.9502842,1.0847124,1.9148701,0.14681731,2.2624614,2.7345688,0.8053702,0.8259412,1.2182752,0.7186136,1.2402017,0.4187287,1.0605597,1.4942867,2.137883,0.072817996,1.3915073,1.1373155,0.5700437,0.5837288,2.5175562,0.6398088,0.641715
hidden_0_n13,0.4862374,1.7323087,0.059143126,1.6084119,0.4041153,0.10249485,2.979073,0.31056637,0.26589894,0.1001682,0.15764172,0.16428973,1.3553084,0.0,0.4073496,0.6986827,1.1243607,0.3115787,0.7228998,0.73610127,0.69752336,0.24917166,2.08622,1.1694536,0.3035018,0.77615744,0.63522124,0.8155489,0.76056844,0.61399907,2.47498,0.055236187,2.2292016,0.96381783,0.82409376,1.8109404,1.6056225,0.08252169,1.2831209,0.13005449,0.65066695,1.7630689,0.9041799,1.5799577,0.61664844,0.909663,4.00357,1.9600801,0.9351607,0.65314907,0.43041778,2.368268,0.27204525,0.03881038,1.1021414,1.7768953,0.14027302,0.4144357,0.5620442,0.5786327,0.25686428,2.214496,0.7219168,2.1587865,3.5360703,0.83897537,0.30830243,0.41851985,0.10819262,1.1130645,1.3624103,0.69620603,0.12284799,0.40535894,1.9852006,0.17586125,1.7675685,1.57062,1.6466079,0.88614887,0.17498176,2.4304862,0.41303915,0.14651027,0.1995934,0.6071509,0.13713992,1.874944,0.12124679,6.128538,0.8097725,0.7003045,3.4468918,0.7697989,0.03907159,2.92779,0.26288757,2.6824322,1.2748407,1.3565385,0.40471822,1.2970873,0.9806288,1.274275,0.23119554,0.33664414,0.06400409,0.32959187,0.1029158,0.2795124,0.24622285,1.0321788,0.73466456,0.77328414,0.7456693,0.45983315,3.3549216,0.881482,1.5249882,2.5551622,1.4490848,1.075948,1.6261204,0.19756103,0.9049868,0.85439175,0.51273495,0.99092907,0.282901,0.6063198,0.21945731,0.65186375,1.398848,0.7813374,1.3160721,0.657748,4.7963033,0.6912976,2.4822772,0.6466868,1.5610142,0.3160168,1.536218,2.3556318,0.36529663,0.94847095,0.7969373,0.10180914,1.7447817,0.8075296,1.898779,3.280487,0.26281136,3.7052002,0.41801488,1.5423069,1.4223877,1.345197,0.9562136,1.1663431,1.0306848,0.7315708,0.32074255,2.5213273,0.3397868,0.3937537,4.9381227,0.52546746,0.2729542,2.4571385,2.137606,2.7397683,0.012318195,0.5016368,2.9391148,1.0955448,1.4629539,0.4525457,0.41850436,3.660232,0.16732115,0.09982757,0.64939475,0.7983821,1.3156421,0.5095758,0.10800715,0.5132601,0.07945714,0.71122664,0.6043605,0.06687219
hidden_0_n14,1.8397241,1.9457518,1.6307807,1.1924537,0.6680426,0.42719182,3.9518495,0.591221,1.6792988,0.4060404,0.93266237,0.36122388,1.4898514,1.1653854,0.0,0.31817406,0.8612836,2.2218826,1.1841553,0.76909685,0.13870303,0.19903482,2.8116212,2.2031753,1.0845169,4.426516,0.37606427,1.0295907,0.32223135,2.0555024,1.5948765,2.4920366,2.024309,1.0565366,0.89696383,0.638682,1.91985,0.42124814,0.6692362,0.5987637,0.62447524,0.23861866,0.95452535,0.8036317,0.23486266,1.6630195,1.6882923,0.5916983,2.4686482,0.46172467,0.42267585,1.1546423,1.823958,0.79281765,0.5129497,1.3402398,0.5153097,0.51988333,0.51621795,1.5413197,1.0290184,0.80086595,1.666306,2.0147448,0.73695403,0.04652827,0.71710277,0.50739187,0.8945382,0.41622004,0.9222661,2.5966675,0.50761694,1.8707086,0.56387967,0.18072002,0.15679297,2.2923577,0.60995156,1.2244369,1.6195426,2.46852,0.58596283,0.84682614,0.91177636,0.5066605,1.2261965,2.363735,0.45535573,1.3010288,0.72503835,0.48082688,1.9909084,1.3380553,0.36794809,3.000049,0.4661491,0.6013639,1.7006958,1.4069215,1.2355952,2.2827525,0.16269708,1.3440577,0.48891497,0.35912058,2.1481576,0.16340987,0.14133868,1.4983917,1.596977,0.26312953,1.2917882,2.0520313,0.37633967,0.87833416,1.040776,2.8920124,2.0386677,0.5525016,0.34096283,1.2171406,0.7712235,0.8865657,1.4006402,0.43981448,0.86975646,0.23883952,1.5158322,0.177313,1.098859,2.9432478,0.2725977,1.1525285,3.5735333,0.6224444,2.9458392,1.127696,0.5551627,0.7824054,1.5115846,1.1289506,0.3709613,1.3166302,1.2752727,0.30590132,0.45856863,1.6294713,2.3254085,1.1212491,1.3159059,2.061788,1.1859239,0.8731909,0.09203504,3.277444,3.2463856,0.6581351,0.14818528,0.30158794,2.2181838,1.7370535,1.2001143,1.3890617,0.73982865,1.5001633,3.8787794,1.7459792,0.9676018,1.2967489,1.5199699,2.4661388,0.9205515,0.7062039,3.7282226,0.6776767,1.0087194,0.33622393,0.925084,1.2604754,1.5555818,3.0059075,1.178933,1.5040597,0.6090588,0.57283586,0.2013022,0.12253709,0.6776694,1.0623349,0.15887691,0.42010307
hidden_0_n15,0.13281079,2.5393062,0.20912606,1.224165,0.55699056,0.43994015,0.5574672,1.6862036,0.42245775,0.15719098,0.65791816,0.35091153,0.6388974,1.8789738,1.2859633,0.0,0.64105177,0.921955,0.8556463,0.8922663,0.51093096,0.69957626,3.5124092,2.5674756,1.0177274,0.54733235,1.1902876,0.58265287,0.94737923,0.9092476,1.0444852,1.5435536,0.25537634,0.57810915,0.5064722,2.1092484,1.0073073,0.56540656,1.70142,1.0068245,1.1046362,0.07708919,2.6541517,0.95298874,1.2383806,1.576862,2.328709,0.84849375,0.3880551,1.2107966,0.37540781,1.2079774,0.94974035,0.5328986,2.263216,0.9365712,0.15592152,1.0296702,2.9812787,2.5504236,1.1270733,1.3368188,1.0485001,3.2507463,1.635085,1.989979,1.3110889,0.08414854,0.0893228,1.1643244,0.056124724,1.662221,1.7600683,2.4246318,0.5848969,0.82338136,1.0962434,0.34781244,0.5703242,1.0476949,0.52631384,0.9654834,0.20776354,1.0553874,0.9353577,0.16444302,0.27547354,0.97811985,0.3791231,1.8733337,0.4236657,1.5628144,1.0324697,0.845753,0.62359875,1.1095786,0.4844613,0.91243523,0.7302297,0.9291485,0.14490494,2.6670728,0.74014765,0.9423862,1.0875671,1.3111839,0.73646283,0.6235367,0.3493301,0.07884409,1.4946376,0.9602754,0.9837101,1.1564559,4.521304,0.29809985,0.48260534,0.8947091,0.46970007,0.8403842,1.5964702,2.684143,1.0486158,0.3558465,0.81439245,1.3787168,0.2713098,1.6092414,0.9278958,0.39326972,0.4673388,0.23265006,1.9915291,0.94909805,1.0342987,1.0891083,3.605361,0.6647707,3.4433634,0.15564717,1.3926433,0.18703997,1.7613821,0.7483081,0.7991762,0.5178891,0.47955218,1.076466,0.17764622,1.636766,1.0741527,3.0314596,0.79553497,0.5682353,0.5118516,0.58905345,0.046732478,2.3751924,0.32375875,0.50161237,0.62321615,0.54196787,1.7009662,0.14749332,2.05054,1.4326868,0.968209,0.26927647,0.115917824,3.6332147,2.4701939,0.44766748,0.52103275,0.45568493,1.8918538,1.4381415,0.14375372,0.58567256,0.20353703,2.2196586,0.19943337,0.06978337,1.5814066,0.23605742,3.207274,0.54353946,1.4263645,0.81807643,0.63542724,0.78700686,1.6242226,0.07014172
hidden_0_n16,0.09699108,0.06789599,1.0059221,0.20576234,0.47616398,1.6849991,0.1316501,0.19871986,0.9980372,0.24047257,2.5420196,0.18382837,0.17722137,0.822817,1.6656072,1.8082196,0.0,0.16145706,2.622723,0.7447545,0.10980747,0.96855366,0.5555506,0.6988435,0.28724462,1.4797436,2.154126,0.58086777,0.47532225,0.4060024,1.2691833,1.8454685,1.123095,0.32791847,0.2223071,1.154742,0.28563595,1.6849282,0.40992445,0.82584083,1.415705,0.37893376,0.23630892,0.52750206,1.8060968,0.8824714,1.248884,1.1227217,1.2172655,0.11813762,1.1640389,0.39330533,1.004399,0.28998092,0.47126824,0.60885376,0.4074587,0.33648103,1.4946841,0.31693763,0.06941707,0.45017734,1.394831,0.88535017,0.17898688,1.0770693,0.5870058,0.7714056,3.1014032,0.5390745,1.8653026,2.2967887,2.5302362,0.67301357,0.993177,0.5098022,1.5543122,3.245681,1.1939619,1.0513948,0.87919396,2.2657835,0.82773596,0.7941773,0.069061264,0.22181405,0.9803146,1.6711085,0.8789028,0.7382615,1.7490649,0.06297412,1.7164395,0.25647086,0.607792,0.43398756,2.587733,0.58176696,0.5035422,0.95932233,0.5696625,0.9016343,0.29289186,0.89068604,1.52691,0.23974542,0.71873176,2.0737343,1.1258514,0.946674,2.3826444,2.806807,0.75936985,0.4880378,1.0302348,0.39011562,0.8179946,1.3806273,0.5008043,0.29824027,0.0959789,0.21942253,0.34722087,1.2735249,0.1231424,1.9410816,0.5743973,1.0509148,1.0423825,0.31358713,2.6734688,1.9537907,0.5552835,1.2446469,1.293044,0.30367726,2.764825,1.7945857,0.79072505,1.9271158,1.8673252,0.14805976,0.931818,1.3713396,0.9642666,0.21057463,1.5358204,1.0417153,2.4502943,0.60714734,1.6636562,0.5281384,0.69625866,0.96880984,2.0335424,0.1885645,1.9911379,1.3979179,0.78921807,0.47461015,1.0790919,1.0361961,4.250291,2.5809906,2.1085856,0.09387897,0.74285513,1.0914224,0.8029374,1.4810964,0.50433975,0.4178541,3.1149857,1.0630581,2.0331247,1.7265437,0.8072996,0.2113336,1.2646415,1.6376905,0.9007415,1.5824802,1.1930703,0.44480982,1.9128135,1.5814838,1.9361236,0.43350786,0.18745518,1.2948961,0.14816235,0.6831932
hidden_0_n17,0.55372196,2.5289125,1.3194504,0.34743208,0.6259246,0.95296335,3.3339593,0.28498805,0.5314573,0.21166982,0.114027545,0.46017218,0.93679184,0.5270164,0.5870615,0.43072,0.41946882,0.0,0.4725735,0.10981268,0.99978554,0.1250622,1.507128,0.50761545,0.501416,3.0362785,0.68190145,0.4181985,0.58561283,1.744505,0.9889945,0.7734396,0.17048082,0.86436534,0.76946115,2.105271,0.7771451,0.4385069,0.06901583,0.3668069,1.270885,0.92998666,0.38928023,0.14047635,0.14103271,4.3728247,2.065796,0.08491357,0.62295943,0.15645404,0.4814964,0.5330214,1.2221336,0.36964622,0.930261,1.2254827,0.011928396,0.5209596,0.11531031,0.29497942,0.30053237,0.48474094,0.7974926,0.4459988,0.6093592,1.829891,0.56414,0.45666066,0.46581462,1.4940221,0.2998097,0.6907971,0.9696722,0.3023058,1.7800276,0.5938404,1.1515182,1.3233526,0.7939025,0.94581145,1.1408147,0.8680124,0.71824765,0.4379785,0.6057927,0.3030998,0.6470698,0.7693294,1.0667424,0.54611844,0.052891705,1.3845276,2.0165215,0.18271421,0.64246434,0.5049594,0.7505803,0.7387897,0.357105,1.1003032,0.63282007,0.85294306,0.62557757,0.59750825,0.33718345,0.46264765,0.9084698,1.0701299,0.17175923,0.99620515,0.07543807,1.0908321,0.43553042,1.7426838,0.6218014,0.7787463,0.7895391,0.64286655,1.0560188,1.4885659,0.377148,0.058813643,0.22482865,0.26401034,0.9390109,0.39324695,0.14216295,0.16746552,0.5992338,0.1575996,0.53292125,1.393039,0.47234368,0.5048884,0.8529938,0.8175299,1.6921905,0.6754964,0.14220177,0.57389235,1.2065575,0.3718532,0.7825059,0.9788748,1.0308694,0.9540016,2.35261,0.34139344,1.0996989,0.39748478,0.8231834,0.09697825,1.3099624,2.4484837,0.4766478,2.5558574,2.0380714,0.22367302,0.18324637,0.4481932,1.1452998,1.0081632,0.3927127,0.5144044,1.7102071,0.56956273,3.3719356,0.6366362,1.6186823,2.9660296,0.99298936,1.8416524,0.49112734,0.80589414,1.075337,0.35029745,0.5536577,1.348583,0.08136893,0.76074934,0.5815788,1.0034832,0.8294291,0.6534409,0.7114521,0.35551676,0.45589995,0.23417191,0.42505956,0.5795218,0.8025402,0.13303939
hidden_0_n18,0.052846927,0.65218973,0.084925935,0.55884826,0.35178763,1.3244042,0.17998293,0.38300532,1.3986784,0.23837605,0.15961163,0.77771604,0.90059394,1.3159425,0.99867356,0.30824903,0.76050484,0.9268353,0.0,0.29558775,0.43854958,1.7981545,0.38324645,0.6142235,0.26804742,0.2124087,0.19801566,1.0714959,0.3469853,0.5031165,0.7259045,1.6232938,2.4613872,1.3494312,0.036131233,1.3771254,0.33696234,2.0440283,0.6148013,0.18406199,0.78145444,0.6437531,1.1908677,2.7863455,1.2987853,2.4733462,0.7806,0.14019088,0.14973672,0.5848771,1.7687819,0.3386179,0.2592988,0.7190059,0.8226798,1.5801935,0.6623401,0.63341635,0.9397698,1.5419763,0.4953489,1.0665711,0.1314548,0.47739685,2.7642758,2.0672991,1.207984,0.17436846,1.5386814,0.38450918,2.0675485,0.11710393,0.519598,0.8444153,0.6663337,0.291834,1.5503252,0.24260963,1.7885205,0.2669198,0.6144358,0.24469262,0.23576303,0.32025176,0.8818444,0.3102174,0.38500613,1.047775,0.044766307,0.8641922,0.4299727,0.92241323,0.74659747,0.68398106,0.755134,0.8924311,0.28826898,0.97612834,0.9268945,0.3844295,1.0368651,0.8528657,0.7012887,0.58571345,0.63328326,0.25683683,0.3183921,1.5602801,2.0703819,0.08373681,4.168223,0.1234374,0.44189924,0.22512758,1.1053528,0.7958094,1.8321207,0.9550517,1.5392036,2.3783708,0.5355818,1.0462354,0.15721664,0.31895027,2.1135027,0.14495914,0.80275863,0.9637265,1.2130024,0.76435477,0.27703786,0.43624753,1.0751798,0.602008,0.30393484,0.546661,0.21626592,0.11122353,1.0330068,0.08380969,0.18567505,0.014701978,0.42664012,0.7923039,1.9212457,0.19802362,0.30677122,0.60222185,1.0356702,1.7409158,0.86102086,0.4216465,1.6459016,0.19208993,0.14794375,0.25901794,0.29444158,0.67196417,0.89587903,0.26095408,0.8923259,0.9380727,0.83835703,0.46032253,0.47258478,0.41915685,0.086643495,2.2296097,0.4654059,0.52556974,1.0844948,0.1654927,0.36511657,0.99401575,0.4247886,0.34629896,2.063501,0.46223134,1.4991629,0.4538434,1.3294923,0.7224143,0.24563299,1.0808809,0.0070352685,0.89909583,0.37626162,0.57672936,0.4461695,0.6842687,1.2114408,0.8630264
hidden_0_n19,0.06255728,2.4691029,0.1645629,0.60128623,2.0225978,1.5172876,0.2633142,0.9867277,0.559893,0.24159206,0.2521791,0.8689436,0.5175065,1.3452036,0.025862977,2.4326286,1.4419966,0.10947116,1.1480244,0.0,0.8670674,1.556971,0.106338546,0.022928273,0.48892474,0.21901342,0.5125894,0.752901,1.479806,0.0554209,1.2291992,0.37054256,0.27634996,0.44620273,1.7883364,0.72582686,1.5004469,1.5972558,0.42938945,0.91640097,1.1316209,0.63277113,0.19550765,0.23729703,0.4921807,0.9447777,0.17048852,0.14857161,0.06644418,0.14730212,0.76214284,1.1166159,1.3531027,0.5157351,0.78728014,0.59058917,0.65349424,2.0196793,0.028403351,1.7348472,0.46554887,0.39309338,0.676987,0.9814371,1.2146132,0.45916295,0.3144667,0.9545215,0.45930496,0.37547338,1.0050762,1.2337263,1.363909,0.111919664,0.48667336,0.8610604,1.3621764,0.8371056,0.6523564,0.26252088,0.2019174,0.0703662,1.2222394,0.092011645,1.4410676,0.70344317,0.7890612,0.3356433,0.5584576,0.7662049,1.883263,0.20195039,0.32281458,0.7262726,1.3301799,0.17452201,1.7984133,0.98920214,0.17515028,1.6648792,0.4611549,1.3094578,0.56547934,0.945802,0.73530686,0.19955206,0.272687,1.755667,0.35730818,0.9277493,2.559407,1.6381027,0.4228026,0.69676316,1.0995971,0.21402086,0.66502345,1.3896093,0.1965833,0.51490104,0.580898,0.96758217,0.7128161,1.4449455,0.57673335,2.1373293,1.5257188,1.9359486,1.252584,1.7020454,1.6774869,0.7438317,1.9858192,0.32799205,0.5954557,0.9287271,1.4329984,0.08626643,0.28217342,0.3098081,1.0424032,0.17685726,0.09421495,1.5316541,1.3783094,0.67516756,0.35985065,1.3666912,0.1558073,0.559006,0.12196128,0.38397738,1.5776281,0.6272194,0.6440645,0.3467875,0.32804766,0.5184296,1.448624,0.21303335,0.12501213,1.0744385,1.7684646,0.41072515,1.9122372,0.22614507,0.47303694,0.72084206,0.025247043,1.1849185,0.30826366,0.35315037,3.5008032,0.040126942,0.7739728,2.521485,0.3146755,0.5173325,0.56160295,0.8279389,0.4101069,0.26410127,0.5142994,0.5614353,1.8705462,1.1403257,1.5365367,1.6658213,0.42980352,1.4102281,1.3894645,0.66495603
